gene_id,gene_symbol,figure3_in_house_FFPE_resistance_group_Sample_GZ23090348_minus_R23104123_minus_R23104123_GZ23090348_minus_R23104123_minus_R23104123_combined,figure3_in_house_FFPE_resistance_group_Sample_GZ23094716_minus_R23101817_minus_R23101817_GZ23094716_minus_R23101817_minus_R23101817_combined,figure3_in_house_FFPE_resistance_group_Sample_GZ23094729_minus_R23101831_minus_R23101831_GZ23094729_minus_R23101831_minus_R23101831_combined,figure3_in_house_FFPE_resistance_group_Sample_GZ23094731_minus_R23101833_minus_R23101833_GZ23094731_minus_R23101833_minus_R23101833_combined,figure3_in_house_FFPE_resistance_group_Sample_GZ23094732_minus_R23101834_minus_R23101834_GZ23094732_minus_R23101834_minus_R23101834_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094709_minus_R23096232_minus_R23096232_GZ23094709_minus_R23096232_minus_R23096232_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094724_minus_R23101825_minus_R23101825_GZ23094724_minus_R23101825_minus_R23101825_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094725_minus_R23101826_minus_R23101826_GZ23094725_minus_R23101826_minus_R23101826_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094741_minus_R23101845_minus_R23101845_GZ23094741_minus_R23101845_minus_R23101845_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094742_minus_R23101846_minus_R23101846_GZ23094742_minus_R23101846_minus_R23101846_combined
MSTRG.20558|NOS2P4,MSTRG.20558|NOS2P4,0,0,2,0,0,0,0,0,0,0
MSTRG.20558|USP32P1,MSTRG.20558|USP32P1,8,6,58,22,2,0,2,2,4,11
MSTRG.20559|RNU6-405P,MSTRG.20559|RNU6-405P,0,0,0,0,0,0,0,0,0,0
MSTRG.2055|GAPDHP46,MSTRG.2055|GAPDHP46,6,0,10,13,0,0,0,0,6,2
MSTRG.20560|RN7SL620P,MSTRG.20560|RN7SL620P,0,1,4,1,0,0,1,0,0,1
MSTRG.20561|UPF3AP1,MSTRG.20561|UPF3AP1,10,3,13,4,3,0,5,0,1,2
MSTRG.20562|SRP68P1,MSTRG.20562|SRP68P1,0,0,2,1,0,0,0,0,0,1
MSTRG.20564|FAM106C,MSTRG.20564|FAM106C,10,7,49,26,1,0,1,0,0,5
MSTRG.20565|KRT16P6,MSTRG.20565|KRT16P6,0,0,39,0,0,0,0,0,0,0
MSTRG.20566|KRT16P2,MSTRG.20566|KRT16P2,0,0,51,0,0,0,0,0,0,0
MSTRG.20567|KRT17P1,MSTRG.20567|KRT17P1,0,1,22,6,2,0,0,0,0,0
MSTRG.20568|KRT17P4,MSTRG.20568|KRT17P4,0,0,63,0,0,0,0,0,0,0
MSTRG.20569|COTL1P1,MSTRG.20569|COTL1P1,0,0,0,0,0,0,0,0,0,0
MSTRG.2056|PRKAR1AP1,MSTRG.2056|PRKAR1AP1,3,0,19,17,2,0,0,0,0,0
MSTRG.20572|TBC1D27P,MSTRG.20572|TBC1D27P,6,0,91,14,0,0,0,0,9,0
MSTRG.20572|TNFRSF13B,MSTRG.20572|TNFRSF13B,8,4,77,15,2,0,0,5,2,1
MSTRG.20574|LINC02090,MSTRG.20574|LINC02090,0,0,6,0,0,0,0,0,0,0
MSTRG.20578|MPRIP,MSTRG.20578|MPRIP,1863,560,855,2296,822,0,290,14,153,865
MSTRG.20579|MPRIP-AS1,MSTRG.20579|MPRIP-AS1,26,9,28,23,6,0,0,0,0,14
MSTRG.20580|MPRIP,MSTRG.20580|MPRIP,14,0,7,12,21,0,0,0,2,15
MSTRG.20582|RNU6-767P,MSTRG.20582|RNU6-767P,2,0,0,1,2,0,0,0,0,0
MSTRG.20583|RN7SL775P,MSTRG.20583|RN7SL775P,9,2,0,5,7,0,0,0,2,0
MSTRG.20585|FLCN,MSTRG.20585|FLCN,422,190,270,833,224,0,68,0,101,168
MSTRG.20585|PLD6,MSTRG.20585|PLD6,91,17,77,56,15,0,8,0,0,6
MSTRG.20587|ACTG1P24,MSTRG.20587|ACTG1P24,0,0,32,0,0,0,4,0,0,1
MSTRG.20588|COPS3,MSTRG.20588|COPS3,99,24,41,152,7,0,18,0,0,0
MSTRG.20589|NT5M,MSTRG.20589|NT5M,23,0,28,39,0,0,0,0,0,0
MSTRG.2058|C1orf146,MSTRG.2058|C1orf146,0,0,7,0,0,0,0,0,0,0
MSTRG.20590|RPL13P12,MSTRG.20590|RPL13P12,64,55,99,275,21,2,40,0,3,21
MSTRG.20592|TSEN15P1,MSTRG.20592|TSEN15P1,0,0,7,0,0,0,0,0,0,0
MSTRG.20593|MED9,MSTRG.20593|MED9,70,24,78,119,40,4,17,1,0,56
MSTRG.20594|RASD1,MSTRG.20594|RASD1,71,6,60,25,10,0,11,4,0,14
MSTRG.20596|PEMT,MSTRG.20596|PEMT,53,0,20,59,0,0,11,0,0,13
MSTRG.20598|RNU6-468P,MSTRG.20598|RNU6-468P,0,0,0,0,0,0,0,0,0,0
MSTRG.2059|ACTBP12,MSTRG.2059|ACTBP12,0,0,16,0,0,0,0,3,0,0
MSTRG.20601|SMCR2,MSTRG.20601|SMCR2,0,0,6,0,0,0,0,0,0,0
MSTRG.20604|RAI1,MSTRG.20604|RAI1,970,148,431,1106,382,0,226,0,75,627
MSTRG.20605|RAI1-AS1,MSTRG.20605|RAI1-AS1,24,6,23,42,27,0,21,0,0,56
MSTRG.20606|SMCR5,MSTRG.20606|SMCR5,87,45,92,117,44,0,19,2,3,47
MSTRG.20608|MIR6777,MSTRG.20608|MIR6777,0,0,0,2,0,0,0,0,0,0
MSTRG.20608|SREBF1,MSTRG.20608|SREBF1,1578,164,211,1478,457,0,158,4,30,530
MSTRG.20609|MIR33B,MSTRG.20609|MIR33B,0,0,10,3,0,0,2,0,0,0
MSTRG.2060|GLMN,MSTRG.2060|GLMN,79,13,13,55,9,0,0,0,0,10
MSTRG.20610|TOM1L2,MSTRG.20610|TOM1L2,561,125,320,654,306,7,154,0,42,633
MSTRG.20612|DRC3,MSTRG.20612|DRC3,132,42,171,189,11,0,37,0,13,100
MSTRG.20613|ATPAF2,MSTRG.20613|ATPAF2,85,21,104,133,17,0,33,0,1,25
MSTRG.20614|BRI3P3,MSTRG.20614|BRI3P3,3,0,5,0,2,0,0,0,0,19
MSTRG.20616|GID4,MSTRG.20616|GID4,137,25,80,87,21,0,12,0,0,9
MSTRG.20617|DRG2,MSTRG.20617|DRG2,221,83,204,278,124,0,39,6,25,106
MSTRG.20619|MYO15A,MSTRG.20619|MYO15A,32,22,422,33,7,8,26,3,9,19
MSTRG.2061|RPAP2,MSTRG.2061|RPAP2,709,210,304,907,220,0,188,0,15,219
MSTRG.20621|ALKBH5,MSTRG.20621|ALKBH5,444,81,141,840,139,0,76,0,12,137
MSTRG.20622|LLGL1,MSTRG.20622|LLGL1,184,17,217,232,70,0,56,0,12,67
MSTRG.20623|FLII,MSTRG.20623|FLII,590,109,337,814,185,0,235,0,33,287
MSTRG.20624|MIEF2,MSTRG.20624|MIEF2,110,24,109,107,22,0,22,0,0,18
MSTRG.20626|TOP3A,MSTRG.20626|TOP3A,410,113,201,570,146,0,74,0,19,165
MSTRG.20627|RPL7AP65,MSTRG.20627|RPL7AP65,28,3,19,18,7,0,3,0,0,0
MSTRG.20628|RPL21P121,MSTRG.20628|RPL21P121,3,0,5,9,0,0,0,0,4,2
MSTRG.20629|SMCR8,MSTRG.20629|SMCR8,794,148,251,998,209,0,104,3,20,198
MSTRG.2062|RN7SL824P,MSTRG.2062|RN7SL824P,0,1,2,1,0,0,0,0,0,0
MSTRG.20630|MIR6778,MSTRG.20630|MIR6778,19,1,1,1,2,0,1,0,1,1
MSTRG.20630|SHMT1,MSTRG.20630|SHMT1,142,63,127,162,31,0,14,2,17,55
MSTRG.20631|EVPLL,MSTRG.20631|EVPLL,0,0,18,0,0,0,1,0,0,0
MSTRG.20634|TBC1D3P4,MSTRG.20634|TBC1D3P4,0,0,32,0,0,0,0,0,0,0
MSTRG.20635|LINC02076,MSTRG.20635|LINC02076,0,11,30,11,6,0,15,3,7,0
MSTRG.20636|KRT17P5,MSTRG.20636|KRT17P5,0,0,64,0,0,0,7,0,0,0
MSTRG.20637|YWHAEP2,MSTRG.20637|YWHAEP2,0,0,0,0,0,0,0,0,0,0
MSTRG.20638|KRT17P2,MSTRG.20638|KRT17P2,0,2,47,5,2,0,0,0,0,0
MSTRG.20639|KRT16P1,MSTRG.20639|KRT16P1,0,0,47,0,0,0,2,4,0,0
MSTRG.2063|GFI1,MSTRG.2063|GFI1,14,28,90,88,0,0,6,0,0,9
MSTRG.20640|KRT16P4,MSTRG.20640|KRT16P4,0,0,23,0,1,0,0,0,0,0
MSTRG.20643|TNPO1P2,MSTRG.20643|TNPO1P2,1,1,44,2,3,0,0,0,0,1
MSTRG.20644|LGALS9C,MSTRG.20644|LGALS9C,18,3,140,11,20,0,0,8,0,0
MSTRG.20645|NOS2P2,MSTRG.20645|NOS2P2,0,0,56,0,0,0,0,0,8,0
MSTRG.20646|CCDC144B,MSTRG.20646|CCDC144B,652,85,178,673,192,7,4,0,5,206
MSTRG.20646|FAM106A,MSTRG.20646|FAM106A,211,70,109,247,84,7,14,0,3,120
MSTRG.20646|USP32P2,MSTRG.20646|USP32P2,114,17,19,246,22,0,2,0,0,7
MSTRG.20647|SRP68P2,MSTRG.20647|SRP68P2,0,0,0,6,1,0,0,0,0,0
MSTRG.20649|Metazoa_SRP,MSTRG.20649|Metazoa_SRP,2,2,6,4,1,0,1,0,0,6
MSTRG.2064|EVI5,MSTRG.2064|EVI5,329,84,140,764,122,0,30,0,8,53
MSTRG.20650|FOXO3B,MSTRG.20650|FOXO3B,254,94,177,261,130,0,61,0,23,74
MSTRG.20650|TBC1D28,MSTRG.20650|TBC1D28,3,0,86,0,0,0,0,0,0,6
MSTRG.20650|ZNF286B,MSTRG.20650|ZNF286B,93,21,43,123,51,0,4,0,2,37
MSTRG.20652|UBE2SP2,MSTRG.20652|UBE2SP2,4,1,5,3,1,0,1,0,0,2
MSTRG.20653|TRIM16L,MSTRG.20653|TRIM16L,71,20,70,99,48,0,7,0,1,12
MSTRG.20654|FBXW10,MSTRG.20654|FBXW10,0,0,77,9,0,0,0,0,0,0
MSTRG.20655|TVP23B,MSTRG.20655|TVP23B,227,55,101,455,75,0,15,0,0,48
MSTRG.20657|PRPSAP2,MSTRG.20657|PRPSAP2,77,18,54,104,27,0,22,3,1,28
MSTRG.20658|RN7SL627P,MSTRG.20658|RN7SL627P,1,1,6,3,1,0,1,0,0,5
MSTRG.20661|SLC5A10,MSTRG.20661|SLC5A10,18,0,143,11,0,0,0,0,0,0
MSTRG.20663|FAM83G,MSTRG.20663|FAM83G,171,26,188,205,55,0,73,0,6,46
MSTRG.20665|GRAP,MSTRG.20665|GRAP,74,7,25,106,0,0,0,0,0,0
MSTRG.20667|SNORD3B-1,MSTRG.20667|SNORD3B-1,1018,107,142,1992,248,22,269,1,21,244
MSTRG.20668|SNORD3B-2,MSTRG.20668|SNORD3B-2,1483,224,331,4462,477,44,386,2,42,499
MSTRG.2066|HMGB3P9,MSTRG.2066|HMGB3P9,14,6,10,36,14,0,1,0,0,10
MSTRG.20670|KYNUP2,MSTRG.20670|KYNUP2,3,0,72,8,0,0,0,0,0,0
MSTRG.20673|SNORD3D,MSTRG.20673|SNORD3D,6,22,33,26,87,17,54,0,13,51
MSTRG.20674|GRAPL,MSTRG.20674|GRAPL,27,9,36,16,0,0,3,6,0,6
MSTRG.20678|GRAPLDR,MSTRG.20678|GRAPLDR,4,0,11,1,0,0,2,0,1,0
MSTRG.2067|RNU4-59P,MSTRG.2067|RNU4-59P,3,0,1,0,1,0,1,0,0,0
MSTRG.20680|KYNUP1,MSTRG.20680|KYNUP1,0,0,10,0,0,0,0,0,0,0
MSTRG.20681|SNORD3A,MSTRG.20681|SNORD3A,2769,176,406,5147,548,90,551,1,35,513
MSTRG.20682|SNORD3C,MSTRG.20682|SNORD3C,1658,289,411,5704,666,56,478,2,51,621
MSTRG.20684|KYNUP3,MSTRG.20684|KYNUP3,3,0,69,8,0,0,0,0,0,0
MSTRG.20685|EPN2,MSTRG.20685|EPN2,519,173,237,302,122,0,90,0,25,230
MSTRG.20686|EPN2-AS1,MSTRG.20686|EPN2-AS1,48,22,36,53,32,0,18,0,2,48
MSTRG.20687|B9D1,MSTRG.20687|B9D1,149,47,129,130,61,0,35,0,29,111
MSTRG.20688|MIR1180,MSTRG.20688|MIR1180,0,0,3,0,1,0,0,0,1,0
MSTRG.20690|MAPK7,MSTRG.20690|MAPK7,107,23,169,192,46,0,37,0,20,56
MSTRG.20691|MFAP4,MSTRG.20691|MFAP4,9,42,50,105,46,1,8,0,36,68
MSTRG.20693|RNF112,MSTRG.20693|RNF112,13,0,48,13,15,0,6,0,0,0
MSTRG.20696|LINC02094,MSTRG.20696|LINC02094,0,0,7,0,0,0,0,0,0,0
MSTRG.20698|RPS2P46,MSTRG.20698|RPS2P46,294,141,69,440,119,0,133,0,7,35
MSTRG.2069|H3P3,MSTRG.2069|H3P3,2,0,9,9,1,0,0,0,0,0
MSTRG.20700|SLC47A1,MSTRG.20700|SLC47A1,2,9,62,33,10,5,0,4,0,9
MSTRG.20701|RPL17P43,MSTRG.20701|RPL17P43,17,2,12,15,10,0,1,0,1,1
MSTRG.20702|SNORA59B,MSTRG.20702|SNORA59B,56,2,20,59,15,3,4,0,0,7
MSTRG.20704|SLC47A1P1,MSTRG.20704|SLC47A1P1,0,0,33,0,0,0,0,0,0,0
MSTRG.20708|MTND1P14,MSTRG.20708|MTND1P14,0,0,12,0,0,0,0,0,0,0
MSTRG.20709|NMTRQ-TTG12-1,MSTRG.20709|NMTRQ-TTG12-1,0,0,5,0,0,0,0,0,0,0
MSTRG.2070|CCNJP2,MSTRG.2070|CCNJP2,2,1,27,30,4,0,8,0,0,7
MSTRG.20710|MTND2P12,MSTRG.20710|MTND2P12,0,1,19,0,0,0,0,0,0,0
MSTRG.20711|MTCO1P39,MSTRG.20711|MTCO1P39,0,0,10,2,0,0,0,0,0,0
MSTRG.20712|SLC47A1P2,MSTRG.20712|SLC47A1P2,0,0,0,0,0,0,0,0,0,0
MSTRG.20713|ALDH3A2,MSTRG.20713|ALDH3A2,439,80,236,578,76,0,69,0,26,128
MSTRG.20714|Y_RNA,MSTRG.20714|Y_RNA,3,0,10,15,7,0,0,0,0,0
MSTRG.20716|SLC47A2,MSTRG.20716|SLC47A2,13,6,128,13,11,0,0,6,5,7
MSTRG.20719|ALDH3A1,MSTRG.20719|ALDH3A1,0,0,102,0,0,0,0,0,0,0
MSTRG.2071|RPL5,MSTRG.2071|RPL5,1308,246,244,1767,257,0,60,0,18,111
MSTRG.2071|SNORD21,MSTRG.2071|SNORD21,1,1,1,1,1,0,1,0,0,1
MSTRG.20721|ULK2,MSTRG.20721|ULK2,355,57,165,533,62,0,23,0,6,77
MSTRG.20722|NDUFB4P3,MSTRG.20722|NDUFB4P3,2,0,11,7,0,0,0,0,0,0
MSTRG.20726|AKAP10,MSTRG.20726|AKAP10,496,42,112,636,88,0,45,0,12,69
MSTRG.20728|SPECC1-DT,MSTRG.20728|SPECC1-DT,0,4,20,0,0,0,0,0,0,0
MSTRG.20729|SPECC1,MSTRG.20729|SPECC1,516,79,467,702,319,3,73,3,32,97
MSTRG.2072|DIPK1A,MSTRG.2072|DIPK1A,177,19,3,174,22,0,0,0,0,14
MSTRG.20731|KCTD9P1,MSTRG.20731|KCTD9P1,2,4,36,28,10,0,0,0,0,0
MSTRG.20732|RNU6-258P,MSTRG.20732|RNU6-258P,0,0,0,0,0,0,0,0,0,0
MSTRG.20734|RNU6-1057P,MSTRG.20734|RNU6-1057P,4,2,2,1,0,0,0,0,0,0
MSTRG.20735|CCDC144CP,MSTRG.20735|CCDC144CP,111,21,192,142,56,0,4,0,18,44
MSTRG.20736|RNU6-467P,MSTRG.20736|RNU6-467P,0,0,5,0,0,0,0,0,0,0
MSTRG.20737|Metazoa_SRP,MSTRG.20737|Metazoa_SRP,1,1,6,2,1,0,1,0,0,1
MSTRG.20738|UPF3AP2,MSTRG.20738|UPF3AP2,3,1,36,25,7,0,8,0,1,6
MSTRG.20739|NOS2P3,MSTRG.20739|NOS2P3,9,0,92,0,1,0,0,2,3,4
MSTRG.20739|USP32P3,MSTRG.20739|USP32P3,165,41,186,137,61,0,1,2,0,31
MSTRG.2073|SNORA66,MSTRG.2073|SNORA66,8,1,5,21,3,0,4,0,0,2
MSTRG.20740|SRP68P3,MSTRG.20740|SRP68P3,0,0,8,4,0,0,0,0,0,0
MSTRG.20741|LGALS9B,MSTRG.20741|LGALS9B,6,3,48,3,12,0,0,0,0,0
MSTRG.20742|TNPO1P3,MSTRG.20742|TNPO1P3,1,1,28,2,3,0,0,0,0,1
MSTRG.20743|KRT16P5,MSTRG.20743|KRT16P5,0,0,11,0,0,0,0,0,0,0
MSTRG.20744|KRT16P3,MSTRG.20744|KRT16P3,0,0,83,0,0,0,2,0,0,0
MSTRG.20746|KRT17P6,MSTRG.20746|KRT17P6,0,2,33,0,0,0,0,0,0,7
MSTRG.20747|KRT17P7,MSTRG.20747|KRT17P7,0,0,46,0,0,0,0,0,0,0
MSTRG.20751|TBC1D3P3,MSTRG.20751|TBC1D3P3,0,0,16,0,0,0,0,0,0,0
MSTRG.20755|COTL1P2,MSTRG.20755|COTL1P2,0,0,4,0,0,0,0,0,0,0
MSTRG.20757|CDRT15L2,MSTRG.20757|CDRT15L2,0,0,14,0,0,0,0,0,0,0
MSTRG.20758|ZSWIM5P2,MSTRG.20758|ZSWIM5P2,2,0,54,0,0,0,0,0,0,0
MSTRG.20759|MEIS3P2,MSTRG.20759|MEIS3P2,31,3,40,37,0,0,3,0,0,2
MSTRG.20763|LINC02088,MSTRG.20763|LINC02088,0,0,0,0,0,0,0,0,0,0
MSTRG.20766|RNFT1P3,MSTRG.20766|RNFT1P3,0,0,0,0,0,0,0,0,0,0
MSTRG.20767|HNRNPA1P19,MSTRG.20767|HNRNPA1P19,0,0,7,0,0,0,0,0,0,0
MSTRG.20768|OLA1P2,MSTRG.20768|OLA1P2,1,4,15,4,0,0,0,0,0,0
MSTRG.20769|SCDP1,MSTRG.20769|SCDP1,2,2,9,7,5,8,1,0,0,2
MSTRG.2076|RN7SL692P,MSTRG.2076|RN7SL692P,1,6,8,1,0,2,1,0,0,0
MSTRG.20772|ABHD17AP6,MSTRG.20772|ABHD17AP6,21,0,11,27,0,0,0,0,0,7
MSTRG.20773|CCDC144NL,MSTRG.20773|CCDC144NL,3,0,51,5,2,0,2,0,0,3
MSTRG.20775|CCDC144NL-AS1,MSTRG.20775|CCDC144NL-AS1,17,16,135,19,0,0,0,0,0,52
MSTRG.20775|SPECC1P2,MSTRG.20775|SPECC1P2,0,0,0,0,0,0,0,0,6,0
MSTRG.20776|RNU6-1178P,MSTRG.20776|RNU6-1178P,0,0,0,0,0,0,0,0,0,0
MSTRG.20777|RNASEH1P1,MSTRG.20777|RNASEH1P1,4,0,6,0,0,0,0,0,0,1
MSTRG.2077|RN7SKP123,MSTRG.2077|RN7SKP123,0,0,10,0,0,0,0,0,0,0
MSTRG.20780|USP22,MSTRG.20780|USP22,1932,340,432,2038,472,14,365,0,35,361
MSTRG.20782|LINC01563,MSTRG.20782|LINC01563,0,8,31,0,0,0,3,0,4,0
MSTRG.20783|DHRS7B,MSTRG.20783|DHRS7B,109,20,122,137,20,0,37,14,1,54
MSTRG.20784|TMEM11,MSTRG.20784|TMEM11,84,12,37,74,8,0,12,0,0,28
MSTRG.20786|RN7SL426P,MSTRG.20786|RN7SL426P,17,5,11,1,0,2,3,0,1,8
MSTRG.20787|NATD1,MSTRG.20787|NATD1,178,34,166,123,42,0,60,0,13,75
MSTRG.20788|EIF1P5,MSTRG.20788|EIF1P5,0,0,0,0,2,0,0,0,0,0
MSTRG.20789|MAP2K3,MSTRG.20789|MAP2K3,219,27,124,298,64,0,26,0,0,50
MSTRG.2078|Y_RNA,MSTRG.2078|Y_RNA,0,1,1,0,0,0,0,0,0,0
MSTRG.20790|KCNJ12,MSTRG.20790|KCNJ12,8,32,99,232,57,0,25,11,0,5
MSTRG.20791|LINC02693,MSTRG.20791|LINC02693,240,29,402,209,26,2,8,9,15,12
MSTRG.20793|PDLIM1P2,MSTRG.20793|PDLIM1P2,0,0,0,0,0,0,0,0,0,0
MSTRG.20796|RPL21P120,MSTRG.20796|RPL21P120,3,0,6,3,2,0,1,0,0,1
MSTRG.2079|MTF2,MSTRG.2079|MTF2,378,73,78,393,75,0,24,0,0,57
MSTRG.20805|KCNJ18,MSTRG.20805|KCNJ18,0,4,87,9,9,0,4,12,0,0
MSTRG.20808|UBBP4,MSTRG.20808|UBBP4,34,6,26,55,20,8,46,0,0,16
MSTRG.20809|FTLP13,MSTRG.20809|FTLP13,0,0,11,0,0,0,0,0,0,0
MSTRG.2080|TMED5,MSTRG.2080|TMED5,618,75,102,941,136,0,24,0,6,58
MSTRG.20810|LINC02002,MSTRG.20810|LINC02002,0,0,0,0,0,0,0,0,0,0
MSTRG.20813|FAM27E5,MSTRG.20813|FAM27E5,0,0,15,0,0,0,0,0,0,0
MSTRG.20815|FLJ36000,MSTRG.20815|FLJ36000,0,0,72,0,0,0,0,0,0,0
MSTRG.20818|MTND6P35,MSTRG.20818|MTND6P35,0,3,5,0,0,0,0,0,0,0
MSTRG.20819|MTCYBP13,MSTRG.20819|MTCYBP13,0,0,22,2,0,0,1,4,0,0
MSTRG.2081|CCDC18,MSTRG.2081|CCDC18,117,31,63,158,28,0,12,0,0,0
MSTRG.20820|MTRNR2L1,MSTRG.20820|MTRNR2L1,1,2,18,3,2,2,2,1,2,2
MSTRG.20822|MTND1P15,MSTRG.20822|MTND1P15,0,0,16,0,0,0,3,0,0,0
MSTRG.20823|MTND2P13,MSTRG.20823|MTND2P13,0,0,1,0,0,0,0,0,0,0
MSTRG.20825|NMTRS-TGA3-1,MSTRG.20825|NMTRS-TGA3-1,0,0,0,0,0,0,0,0,0,0
MSTRG.20826|MTATP6P3,MSTRG.20826|MTATP6P3,0,0,18,0,0,0,0,0,0,0
MSTRG.20827|MTCO3P13,MSTRG.20827|MTCO3P13,0,0,36,0,0,0,0,0,0,0
MSTRG.20836|PDLIM1P3,MSTRG.20836|PDLIM1P3,0,0,18,0,0,0,0,4,0,0
MSTRG.20837|GTF2IP6,MSTRG.20837|GTF2IP6,0,0,12,0,0,0,0,0,0,0
MSTRG.20838|VN1R71P,MSTRG.20838|VN1R71P,0,0,4,0,0,0,0,0,0,0
MSTRG.20839|TUFMP1,MSTRG.20839|TUFMP1,0,3,24,2,1,6,10,8,1,1
MSTRG.20842|RPL34P31,MSTRG.20842|RPL34P31,0,0,5,1,0,0,0,0,0,0
MSTRG.20843|RPS16P8,MSTRG.20843|RPS16P8,0,0,4,0,0,0,0,0,0,0
MSTRG.20845|MIR4522,MSTRG.20845|MIR4522,0,0,0,0,0,0,0,0,0,0
MSTRG.20846|WSB1,MSTRG.20846|WSB1,1437,348,454,4110,950,13,83,0,145,478
MSTRG.20848|SYPL1P2,MSTRG.20848|SYPL1P2,22,2,7,41,0,0,3,0,0,0
MSTRG.20849|TBC1D3P5,MSTRG.20849|TBC1D3P5,0,0,97,0,0,0,0,0,0,0
MSTRG.2084|CCDC18-AS1,MSTRG.2084|CCDC18-AS1,414,164,150,546,156,7,63,3,19,136
MSTRG.20850|KSR1,MSTRG.20850|KSR1,200,97,346,647,195,0,65,1,74,164
MSTRG.20850|LGALS9,MSTRG.20850|LGALS9,466,36,131,606,107,0,28,11,22,51
MSTRG.20853|ITM2BP1,MSTRG.20853|ITM2BP1,2,3,18,11,2,0,0,0,0,2
MSTRG.20855|NOS2P1,MSTRG.20855|NOS2P1,0,10,92,0,0,0,0,0,2,0
MSTRG.20857|CPDP1,MSTRG.20857|CPDP1,0,0,15,0,0,0,0,0,0,0
MSTRG.20860|LGALS9DP,MSTRG.20860|LGALS9DP,8,0,23,31,0,0,0,0,0,0
MSTRG.20861|LYRM9,MSTRG.20861|LYRM9,46,31,90,105,11,0,7,0,3,22
MSTRG.20861|NOS2,MSTRG.20861|NOS2,67,27,143,0,0,42,24,0,42,0
MSTRG.20863|LINC01992,MSTRG.20863|LINC01992,0,0,27,0,0,0,0,0,0,0
MSTRG.20866|SNORA70,MSTRG.20866|SNORA70,0,0,1,0,0,0,0,1,0,0
MSTRG.20867|NLK,MSTRG.20867|NLK,384,92,54,717,109,0,65,0,9,81
MSTRG.20868|Vault,MSTRG.20868|Vault,3,1,0,4,2,0,3,0,0,2
MSTRG.20869|RPS29P22,MSTRG.20869|RPS29P22,9,14,4,8,3,0,0,0,0,0
MSTRG.2086|DR1,MSTRG.2086|DR1,831,144,222,1371,212,0,19,6,0,81
MSTRG.20872|PYY2,MSTRG.20872|PYY2,11,0,47,0,11,0,0,0,0,7
MSTRG.20873|ERVE-1,MSTRG.20873|ERVE-1,33,23,78,22,21,0,6,6,2,0
MSTRG.20875|PPY2P,MSTRG.20875|PPY2P,0,0,3,0,0,0,0,0,0,0
MSTRG.20881|KRT18P55,MSTRG.20881|KRT18P55,0,0,34,0,0,0,0,0,0,0
MSTRG.20882|TMEM97,MSTRG.20882|TMEM97,292,39,39,211,87,0,57,0,0,14
MSTRG.20883|IFT20,MSTRG.20883|IFT20,133,24,60,138,26,0,32,0,0,4
MSTRG.20884|TNFAIP1,MSTRG.20884|TNFAIP1,403,120,127,866,231,3,82,0,13,83
MSTRG.20885|POLDIP2,MSTRG.20885|POLDIP2,448,54,92,587,105,15,87,0,0,27
MSTRG.20886|MIR4723,MSTRG.20886|MIR4723,0,0,0,0,0,0,1,0,0,0
MSTRG.20886|SARM1,MSTRG.20886|SARM1,388,77,191,680,138,0,64,1,5,133
MSTRG.20886|TMEM199,MSTRG.20886|TMEM199,192,56,61,477,72,0,31,0,2,30
MSTRG.20888|SEBOX,MSTRG.20888|SEBOX,0,0,21,23,2,0,0,0,0,0
MSTRG.20888|VTN,MSTRG.20888|VTN,3,5,48,64,0,0,9,0,0,3
MSTRG.2088|Y_RNA,MSTRG.2088|Y_RNA,0,2,5,3,0,0,0,0,0,0
MSTRG.20891|SLC46A1,MSTRG.20891|SLC46A1,204,96,119,1241,48,2,69,0,15,109
MSTRG.20893|RSKR,MSTRG.20893|RSKR,517,155,140,509,196,6,80,0,5,121
MSTRG.20893|SPAG5,MSTRG.20893|SPAG5,304,37,97,378,127,15,77,0,0,49
MSTRG.20894|RPS7P1,MSTRG.20894|RPS7P1,45,6,16,46,25,0,32,0,1,1
MSTRG.20895|SLC13A2,MSTRG.20895|SLC13A2,0,2,81,11,0,0,9,3,2,0
MSTRG.20896|FOXN1,MSTRG.20896|FOXN1,0,2,52,16,0,0,0,0,0,0
MSTRG.20897|UNC119,MSTRG.20897|UNC119,302,79,185,389,122,13,79,7,16,63
MSTRG.20898|PIGS,MSTRG.20898|PIGS,234,45,108,592,115,2,52,0,3,34
MSTRG.20899|ALDOC,MSTRG.20899|ALDOC,92,3,97,77,7,0,7,0,0,5
MSTRG.2089|FNBP1L,MSTRG.2089|FNBP1L,1118,215,125,1025,640,0,93,0,0,191
MSTRG.20901|SPAG5-AS1,MSTRG.20901|SPAG5-AS1,144,19,81,101,53,13,36,0,3,32
MSTRG.20903|KIAA0100,MSTRG.20903|KIAA0100,3979,497,511,4307,701,32,428,0,53,568
MSTRG.20905|SDF2,MSTRG.20905|SDF2,159,40,50,328,80,0,18,0,0,27
MSTRG.20906|RPS12P28,MSTRG.20906|RPS12P28,0,0,2,0,0,0,0,0,0,5
MSTRG.20907|SUPT6H,MSTRG.20907|SUPT6H,1446,204,329,2096,391,0,221,0,40,257
